distance_between_leaks: 100 foot, number_of_leaks: 2
first_leak_position(foot),upstream_pressure (psi),downstream_pressure (psi),upstream_flow (gpm),downstream_flow (gpm)
290,117.30527391774606,114.90534896846655,1258.0617623962103,1250.204185111585
291,117.30528167024812,114.90534586519142,1258.0613474499673,1250.203783250857
292,117.30528938839034,114.90534272370063,1258.060932893263,1250.203381782726
293,117.30529708596752,114.9053395593747,1258.0605185710453,1250.2029805479388
294,117.30530474107151,114.9053363478156,1258.0601047302257,1250.202579796375
295,117.30531214555108,114.90533285736541,1258.0596937261184,1250.2021818860676
296,117.30531894639518,114.90532869514179,1258.0592895528057,1250.2017908166004
297,117.30532377439991,114.90532233728305,1258.058907699445,1250.2014221023874
298,117.30532267784409,114.905309385711,1258.0585928732155,1250.201120519206
299,117.30530293944133,114.90527568665141,1258.058488946135,1250.2010301669468
300,117.30522124666746,114.90517303526002,1258.0590859182253,1250.201641812903
301,117.30527993153765,114.90522661778499,1258.0580947806388,1250.2006628594665
302,117.30536686015336,114.90531163436688,1258.0567841183897,1250.1993638793747
303,117.30532402477225,114.90525222959506,1258.0569414963886,1250.1995352414551
304,117.3053505574707,114.90527002836724,1258.056314104463,1250.1989206035798
305,117.30530993927349,114.90521309129535,1258.0564464012368,1250.1990668461265
306,117.30537283509169,114.9052713606469,1258.0554076308397,1250.1980401852925
307,117.30539762924435,114.90528722463633,1258.0547999116839,1250.1974452500176
308,117.30541077005635,114.90529011903035,1258.054324029311,1250.1969823589407
309,117.3054202203829,114.90528890611397,1258.0538898993868,1250.1965612868953
310,117.3054285147993,114.90528640677664,1258.0534688478656,1250.1961533124627
311,117.30543641614089,114.90528346999868,1258.0530522447905,1250.195749794267
312,117.305444229312,114.90528043514674,1258.0526366402873,1250.1953472751477
313,117.30545198382443,114.90527733504521,1258.0522217009004,1250.1949454229061
314,117.3054597256275,114.90527422083996,1258.0518069065452,1250.1945437162594
315,117.30546748662324,114.9052711280452,1258.0513918966,1250.1941417927421
316,117.30547521401466,114.90526799789083,1258.0509772680439,1250.1937402516785
317,117.30548296570156,114.9052648948185,1258.0505623659228,1250.1933384367496
318,117.30549068269443,114.90526175318175,1258.0501478581523,1250.1929370156981
319,117.3054984505263,114.90525866816735,1258.0497327763153,1250.192535020215
320,117.30550619816664,114.90525556071985,1258.0493179242114,1250.192133255323
321,117.30551391365707,114.90525241753508,1258.048903436914,1250.1917318559817
322,117.30552166405279,114.9052493132443,1258.0484885564408,1250.1913300621718
323,117.30552939279414,114.9052461848839,1258.0480739219572,1250.1909285164309
324,117.30553713646408,114.90524307319856,1258.0476591204729,1250.190526801031
325,117.30554488572263,114.90523996776484,1258.0472442567234,1250.1901250249118
326,117.30555262293142,114.90523684897073,1258.0468295307005,1250.1897233858963
327,117.30556035905116,114.90523372900033,1258.0464148182305,1250.1893217613756
328,117.30556810501456,114.90523062003004,1258.0459999960985,1250.1889200265052
329,117.30557584692257,114.90522750659217,1258.0455852208995,1250.1885183386687
330,117.30558358660221,114.90522439072483,1258.0451704726,1250.188116676614
331,117.30559133424457,114.90522128375106,1258.0447556352337,1250.1877149269724
332,117.30559909215675,114.90521818826363,1258.0443406832514,1250.1873130608994
333,117.30560683733033,114.90521507862556,1258.0439258768117,1250.1869113422379
334,117.30561456619961,114.9052119508982,1258.0435112559132,1250.1865098082474
335,117.30562229862653,114.90520882716352,1258.043096596387,1250.1861082363648
336,117.3056300495888,114.90520572409882,1258.0426817284135,1250.1857064560495
337,117.30563778021697,114.90520259845957,1258.0422670918526,1250.1853049060835
338,117.30564551354881,114.90519947586402,1258.041852425902,1250.1849033277597
